"hospital_id","name","population","bed","owner_id","county_id"
"13154665","VERNON MEMORIAL HOSPITAL","25","25","2","55123"
"13155723","COOK HOSPITAL","14","14","3","27137"
"131573135","OKLAHOMA HEART HOSPITAL SOUTH, LLC","44","44","1","40109"
"13160615","PROVIDENT HOSPITAL OF COOK COUNTY","48","48","5","17031"
"13163026","SSM HEALTH ST. CLARE HOSPITAL - FENTON","180","180","2","29189"
"13170816","OCHSNER MEDICAL CENTER - BATON ROUGE","150","150","1","22033"
"13173005","THE PHYSICIANS' HOSPITAL IN ANADARKO","25","25","1","40015"
"131774145","PAM SPECIALTY HOSPITAL OF TULSA","60","60","1","40143"
"13177954","CROCKETT MEDICAL CENTER","25","25","1","48225"
"131873628","ROGER MILLS MEMORIAL HOSPITAL","15","15","1","40129"
"13195969","ADVENTIST HEALTH FEATHER RIVER HOSPITAL","100","100","2","6007"
"1319713","ROCKFORD CENTER","140","140","1","10003"
"131974137","TULSA-AMG SPECIALTY HOSPITAL","40","40","1","40143"
"1320016","PSYCHIATRIC INSTITUTE OF WASHINGTON","130","130","1","11001"
"13201876","TEWKSBURY HOSPITAL","675","675","4","25017"
"13207206","TRINITAS HOSPITAL - NEW POINT CAMPUS","60","60","2","34039"
"132073446","ALLIANCE HEALTH MADILL","25","25","1","40095"
"1321215","LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL","100","100","2","24510"
"13212428","ELLENVILLE REGIONAL HOSPITAL","25","25","2","36111"
"13215501","UPMC SOMERSET","111","111","2","42111"
"13223507","SENTARA NORFOLK GENERAL HOSPITAL","907","907","2","51710"
"1322408","SPOTSYLVANIA REGIONAL MEDICAL CENTER","155","155","1","51177"
"13230274","SOUTHERN REGIONAL MEDICAL CENTER","331","331","2","13063"
"13233613","ADVENTHEALTH TAMPA","626","626","2","12057"
"132373750","MERCY HOSPITAL KINGFISHER","25","25","0","40073"
"13245177","CLINTON MEMORIAL HOSPITAL","165","165","1","39027"
"1324701","BLUEFIELD REGIONAL MEDICAL CENTER","92","92","1","54055"
"132473663","SEILING MUNICIPAL HOSPITAL","18","18","3","40043"
"13248427","DECKERVILLE COMMUNITY HOSPITAL","15","15","2","26151"
"13252544","MERCYONE CENTERVILLE MEDICAL CENTER","45","45","2","19007"
"13253121","AURORA LAKELAND MEDICAL CENTER","109","109","2","55127"
"13256510","ESSENTIA HEALTH ADA","14","14","1","27107"
"132574120","SELECT SPECIALTY HOSPITAL - TULSA/MIDTOWN","56","56","1","40143"
"13260452","OAK FOREST HOSPITAL","148","148","5","17031"
"13263031","CHRISTIAN HOSPITAL NORTHEAST - NORTHWEST","3","3","2","29189"
"13266606","UNIVERSITY HEALTH SYSTEM","378","378","1","20177"
"132697504","ASANTE ROGUE REGIONAL MEDICAL CENTER","378","378","0","41029"
"13270461","OCHSNER MEDICAL CENTER - NORTHSHORE, LLC","150","150","2","22103"
"13273096","WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD, OKLAHOMA","25","25","3","40039"
"13275246","MEMORIAL HERMANN CYPRESS HOSPITAL","139","139","1","48201"
"1327704","NORTH CAROLINA SPECIALTY HOSPITAL","18","18","1","37063"
"132897741","ST CHARLES MADRAS","25","25","2","41031"
"13291741","EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL","105","105","2","6037"
"1329569","MCLEOD LORIS","50","50","2","45051"
"132997527","ASANTE THREE RIVERS MEDICAL CENTER","125","125","0","41033"
"13302453","WALDEN BEHAVIORAL CARE, LLC","45","45","1","25017"
"1330439","CANDLER COUNTY HOSPITAL","25","25","3","13043"
"13307662","SELECT SPECIALTY HOSPITAL NORTHEAST NEW JERSEY ROCHELLE PARK","62","62","1","34003"
"13312801","GLENS FALLS HOSPITAL","391","391","2","36113"
"13319401","SUBURBAN COMMUNITY HOSPITAL","126","126","2","42091"
"13330338","EMORY DUNWOODY MEDICAL CENTER","168","168","2","13089"
"1333176","BAPTIST HOSPITAL OF MIAMI","948","948","2","12086"
"13332778","ADVENTHEALTH WATERMAN","300","300","2","12069"
"13338120","BAPTIST MEMORIAL HOSPITAL FOR WOMEN","927","927","2","47157"
"133397124","KAISER FOUNDATION HOSPITAL - WESTSIDE","122","122","0","41067"
"13343452","H.B. MAGRUDER MEMORIAL HOSP","25","25","2","39123"
"13347713","SELECT SPECIALTY HOSPITAL - EVANSVILLE","60","60","1","18163"
"13348471","MCKENZIE HEALTH SYSTEM","25","25","2","26151"
"1335233","BIRMINGHAM VA MEDICAL CENTER","313","313","6","1073"
"13354871","INDIANHEAD MEDICAL CENTER SHELL LAKE","25","25","1","55129"
"13356256","MADISON HOSPITAL","12","12","1","27073"
"13360440","ADVENTIST BOLINGBROOK HOSPITAL","138","138","2","17197"
"13363043","RANKEN JORDAN PEDIATRIC BRIDGE HOSPITA","60","60","2","29189"
"1336420","ANDALUSIA HEALTH","88","88","1","1039"
"133697801","ST ANTHONY HOSPITAL","25","25","2","41059"
"13370056","OCHSNER MEDICAL CENTER-WEST BANK","180","180","2","22051"
"13374128","BROOKHAVEN HOSPITAL, INC","64","64","1","40143"
"1337879","CLAIBORNE MEDICAL CENTER","85","85","5","47025"
"13379322","CRANE MEMORIAL HOSPITAL","25","25","2","48103"
"1338834","MAGNOLIA REGIONAL HEALTH CENTER","200","200","5","28003"
"13392708","FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER","293","293","1","6059"
"133978746","ARISE AUSTIN MEDICAL CENTER","19","19","1","48453"
"134","OLYMPIC MEMORIAL HOSPITAL","67","67","3","53009"
"13401581","WHITTIER REHABILITATION HOSPITAL","88","88","1","25027"
"1340223","CENTRAL STATE HOSPITAL","192","192","2","21111"
"13407001","WOODBRIDGE DEVELOPMENTAL CENTER","125","125","4","34023"
"134078745","AUSTIN OAKS HOSPITAL","80","80","1","48453"
"13415241","SOUTHWOOD PSYCHIATRIC HOSPITAL","74","74","1","42003"
"134178232","BAPTIST NEIGHBORHOOD HOSPITAL THOUSAND OAKS","10","10","1","48029"
"13423602","BON SECOURS MARY IMMACULATE HOSPITAL","123","123","2","51700"
"134276132","BAYLOR SCOTT AND WHITE INSTITUTE FOR REHABILITATION - FORT WORTH","42","42","1","48439"
"13430327","PRIDE MEDICAL","64","64","1","13121"
"13433873","ADVENTHEALTH WAUCHULA","25","25","2","12049"
"134375034","BAYLOR SCOTT AND WHITE INSTITUTE FOR REHABILITATION - FRISCO","44","44","1","48085"
"13438128","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH MEMPHIS","50","50","1","47157"
"13444820","BUCYRUS COMMUNITY HOSPITAL","25","25","2","39033"
"13447150","SOUTHERN INDIANA REHABILITATION HOSPITAL","38","38","2","18043"
"134475071","BAYLOR SCOTT AND WHITE MEDICAL CENTER - MCKINNEY","143","143","2","48085"
"13448453","MARLETTE REGIONAL HOSPITAL","25","25","2","26151"
"1345056","MCCULLOUGH - HYDE MEMORIAL HOSP","76","76","2","39017"
"13455063","LAKESIDE MEDICAL CENTER","10","10","1","27115"
"1346256","COMMUNITY HOSPITAL NORTH","348","348","2","18097"
"13463117","SSM HEALTH REHABILITATION HOSPITAL - RIC","35","35","2","29189"
"13466606","KANSAS REHABILITATION HOSPITAL A JOINT VENTURE OF ENCOMPASS HEALTH AND STORMONT VAIL HEALTH","79","79","1","20177"
"134675010","CARROLLTON SPRINGS","78","78","1","48121"
"13474079","STROUD REGIONAL MEDICAL CENTER","25","25","1","40081"
"13475204","BAYLOR SPECIALTY HOSPITAL","68","68","2","48113"
"1348532","SELECT SPECIALTY HOSPITAL - FLINT","26","26","1","26049"
"134878207","CHILDRENS HOSPITAL OF SAN ANTONIO","652","652","2","48029"
"13492708","FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER","107","107","1","6059"
"134978229","CHRISTUS SANTA ROSA HOSPITAL - MEDICAL CENTER","174","174","2","48029"
"13501085","WESTERN MASSACHUSETTS HOSPITAL","100","100","4","25013"
"13510601","WHITE PLAINS HOSPITAL CENTER","292","292","2","36119"
"13519140","TEMPLE UNIVERSITY HOSPITAL, INC","879","879","2","42101"
"135275022","CLEARSKY REHABILITATION HOSPITAL OF FLOWER MOUND","41","41","1","48121"
"13531406","COASTAL HARBOR TREATMENT CENTER","24","24","1","13051"
"13533541","ADVENTHEALTH ZEPHYRHILLS","149","149","2","12101"
"13535243","GRANDVIEW MEDICAL CENTER","434","434","1","1073"
"1353715","UNITYPOINT HEALTH - MERITER","389","389","2","55025"
"13537212","NASHVILLE VA MEDICAL CENTER","493","493","6","47037"
"13538237","WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL CANE CREEK - A","40","40","1","47183"
"13546312","ST CATHERINE HOSPITAL INC","197","197","2","18089"
"135478414","CORPUS CHRISTI REHABILITATION HOSPITAL","35","35","1","48355"
"13549854","SCHOOLCRAFT MEMORIAL HOSPITAL","25","25","2","26153"
"13553147","MERCY WALWORTH HOSPITAL AND MEDICAL CENTER","25","25","2","55127"
"13556183","SANFORD WESTBROOK MEDICAL CTR","8","8","1","27033"
"135575115","DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC","116","116","1","48113"
"1355805","ESSENTIA HEALTH ST. MARY'S MED","380","380","1","27137"
"13562016","THOMAS H. BOYD MEMORIAL HOSPITAL","25","25","2","17061"
"13563117","SSM HEALTH ST. MARY'S HOSPITAL - ST. LOU","495","495","2","29189"
"13566604","STORMONT VAIL HOSPITAL","586","586","1","20177"
"13570002","OMEGA HOSPITAL LLC","16","16","1","22051"
"13571913","CHRISTUS DUBUIS HOSPITAL OF HOT SPRINGS","27","27","1","5051"
"1357274","SANFORD HOSPITAL WEBSTER","25","25","2","46037"
"13573141","CEDAR RIDGE","116","116","1","40109"
"13575835","NAVARRO REGIONAL HOSPITAL","162","162","1","48349"
"1358540","GARRISON MEMORIAL HOSPITAL","22","22","2","38055"
"1359520","BIG SANDY MEDICAL CENTER","25","25","2","30015"
"13595490","ADVENTIST HEALTH HOWARD MEMORIAL","25","25","2","6045"
"135975093","ACCEL REHABILITATION HOSPITAL OF PLANO","42","42","1","48121"
"13602090","WESTWOOD/PEMBROKE HLTH SYS - WESTWOOD","149","149","1","25021"
"1360504","COPLEY MEMORIAL HOSPITAL, INC","210","210","5","17089"
"1360649","LA RABIDA CHILDREN'S HOSPITAL","49","49","2","17031"
"136077094","HOUSTON METHODIST WEST HOSPITAL","239","239","2","48201"
"13614513","NEWARK - WAYNE COMMUNITY HOSPITAL","120","120","2","36117"
"136177657","LUMBERTON HOSPITAL LLC","4","4","1","48199"
"13619107","THOMAS JEFFERSON UNIVERSITY HOSPITALS, INC","926","926","2","42101"
"136275605","OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW","24","24","1","48183"
"13630030","EMORY LONG TERM ACUTE CARE","76","76","2","13089"
"13636652","MOBILE INFIRMARY MEDICAL CENTER","681","681","2","1097"
"13637934","TENNOVA HEALTHCARE - TURKEY CREEK MEDICAL CENTER","628","628","1","47093"
"13645013","FORT HAMILTON HOSPITAL","220","220","2","39017"
"13646802","ST JOSEPH HOSPITAL","145","145","1","18003"
"13648867","MEMORIAL HEALTHCARE","107","107","2","26155"
"136502","ATMORE COMMUNITY HOSPITAL","51","51","2","1053"
"13652627","FORT MADISON COMMUNITY HOSPITAL","50","50","2","19111"
"1365265","NOBLE HEALTH AUDRAIN COMMUNITY HOSPI","70","70","2","29007"
"13653027","AURORA MEDICAL CTR WASHINGTON COUNTY","71","71","2","55131"
"136578130","CHRISTUS SANTA ROSA HOSPITAL - NEW BRAUNFELS","132","132","2","48091"
"1366030","MEADOWBROOK REHABILITATION HOSPITAL","54","54","1","20091"
"13663136","CHRISTIAN HOSPITAL NORTHEAST - NORTHWEST","482","482","2","29189"
"13667878","HAMILTON COUNTY HOSPITAL","25","25","5","20075"
"13670570","ST. LANDRY EXTENDED CARE HOSPITAL","231","231","3","22097"
"13674502","CARL ALBERT COMMUNITY MENTAL HEALTH CENTER","15","15","4","40121"
"13677429","CROSBYTON CLINIC HOSPITAL","2","2","2","48107"
"136775146","CRESCENT MEDICAL CENTER LANCASTER","84","84","1","48113"
"13679106","THOMAS E. CREEK DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER","55","55","6","48375"
"1368371","HENDERSON HEALTH CARE SERVICES, INC","13","13","1","31185"
"13694538","FREMONT HOSPITAL","148","148","1","6001"
"136979905","EL PASO CHILDRENS HOSPITAL","122","122","2","48141"
"137","TUALITY FOREST GROVE HOSPITAL-ER","48","48","0","41067"
"13700921","SAN JUAN VA MEDICAL CENTER","209","209","6","72127"
"13701801","ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN","179","179","1","25017"
"1370510","ABBEVILLE GENERAL HOSPITAL","60","60","3","22113"
"137076012","KINDRED REHABILITATION HOSPITAL ARLINGTON","24","24","1","48439"
"13716354","THE TITUSVILLE AREA HOSPITAL","25","25","2","42039"
"137175034","MEDICAL CITY FRISCO A MEDICAL CENTER OF PLANO FACILITY","61","61","1","48085"
"13723607","SELECT SPECIALTY HOSPITAL - HAMPTON ROADS","25","25","1","51700"
"1372543","BAPTIST HEALTH MEDICAL CENTER - HEBER SPRINGS","25","25","2","5023"
"137276092","METHODIST SOUTHLAKE MEDICAL CENTER","54","54","2","48439"
"13731768","TURNING POINT HOSPITAL","79","79","1","13071"
"13732324","FLORIDA STATE HOSPITAL","949","949","2","12039"
"13735611","NORTH ALABAMA SPECIALTY HOSPITAL","31","31","1","1083"
"1374010","BRISTOW MEDICAL CENTER","55","55","3","40037"
"13743713","BARNESVILLE HOSPITAL ASSOCIATION","25","25","2","39013"
"13746904","ASCENSION ST VINCENT KOKOMO","117","117","2","18067"
"137479007","GOLDEN PLAINS COMMUNITY HOSPITAL","25","25","1","48233"
"13748726","HILLS AND DALES GENERAL HOSPITAL","25","25","2","26157"
"13752632","KEOKUK AREA HOSPITAL","71","71","2","19111"
"13753045","ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS","175","175","2","55133"
"137577065","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CYPRESS","60","60","1","48201"
"1376015","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ARLINGTON","85","85","1","48439"
"13761036","MIDWEST MEDICAL CENTER","25","25","1","17085"
"13763133","HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL","24","24","4","29189"
"13767879","GREELEY COUNTY HEALTH SERVICES","18","18","5","20071"
"13771291","OUACHITA COMMUNITY HOSPITAL","10","10","1","22073"
"13772903","MERCY ORTHOPEDIC HOSPITAL FORT SMITH","24","24","2","5131"
"13773070","GRIFFIN MEMORIAL HOSPITAL","182","182","4","40027"
"13775204","COON MEMORIAL HOSPITAL AND HOME","21","21","2","48205"
"137779045","HEREFORD REGIONAL MEDICAL CENTER","42","42","2","48117"
"137830","METHODIST MEDICAL CENTER OF OAK RIDGE","301","301","2","47001"
"137877030","HOUSTON METHODIST HOSPITAL","1398","1398","2","48201"
"13795991","FREMONT MEDICAL CENTER","46","46","2","6101"
"137977429","LONE STAR BEHAVIORAL HEALTH CYPRESS","24","24","1","48201"
"1380113","CRAIG HOSPITAL","93","93","2","8005"
"13801602","FAIRLAWN REHAB HOSP - AN AFFILIATE OF ENCOMPASS HLT","110","110","2","25027"
"13808360","INSPIRA MEDICAL CENTERS VINELAND","365","365","1","34011"
"13817257","ROXBURY TREATMENT CENTER","112","112","1","42055"
"138177070","HOUSTON METHODIST WILLOWBROOK HOSPITAL","358","358","2","48201"
"1382501","RIVERTON MEMORIAL HOSPITAL LLC DBA SAGEWEST HEALTH CARE","146","146","1","56013"
"1383709","SOUTHWEST IDAHO ADVANCED CARE HOSPITAL","40","40","1","16001"
"13843338","MORROW COUNTY HOSPITAL","25","25","5","39117"
"1384341","CACHE VALLEY HOSPITAL","28","28","0","49005"
"13846342","ST MARY MEDICAL CENTER INC","215","215","2","18089"
"138479606","OCEANS BEHAVIORAL HOSPITAL OF ABILENE","92","92","1","48441"
"13848723","MCLAREN CARO REGION","25","25","2","26157"
"1385202","BANNER DESERT MEDICAL CENTER","605","605","2","4013"
"13852655","GREAT RIVER MEDICAL CENTER","213","213","2","19057"
"13853095","FROEDTERT WEST BEND HOSPITAL","70","70","2","55131"
"138577338","PAM REHABILITATION HOSPITAL OF HUMBLE","46","46","1","48201"
"13861727","WARNER HOSPITAL AND HEALTH SERVICES","23","23","5","17039"
"13863122","ST. LUKE'S DES PERES HOSPITAL","143","143","1","29189"
"138676567","LITTLE RIVER HEALTHCARE","25","25","1","48331"
"13867880","BOB WILSON MEM - GRANT COUNTY HOSPITAL","26","26","2","20067"
"13870506","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC","218","218","2","22055"
"13873505","JIM TALIAFERRO COMMUNITY MENTAL HEALTH CENTER","30","30","4","40031"
"1387571","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS INC","25","25","2","35055"
"13879022","CUERO REGIONAL HOSPITAL","49","49","2","48123"
"138878414","PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI SOUTH","74","74","1","48355"
"13893401","FRENCH HOSPITAL MEDICAL CENTER","98","98","2","6079"
"1389521","RENOWN SOUTH MEADOWS MEDICAL CENTER","115","115","2","32031"
"138977301","MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY","100","100","5","48339"
"139120","NATCHEZ COMMUNITY HOSPITAL","101","101","1","28001"
"139177090","UNITED MEMORIAL MEDICAL SYSTEMS","4","4","1","48201"
"13918104","WESTFIELD HOSPITAL","25","25","1","42077"
"1392120","ALVARADO HOSPITAL MEDICAL CENTER","222","222","1","6073"
"13923604","MCDONALD ARMY HEALTH CENTER","30","30","6","51700"
"13925027","WORCESTER RECOVERY CENTER AND HOSPITAL","166","166","4","25027"
"13932547","FORT WALTON BEACH MEDICAL CENTER","237","237","1","12091"
"13937849","TENNOVA HEALTHCARE - NORTH KNOXVILLE","628","628","1","47093"
"139378704","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN","60","60","1","48453"
"13944622","UNION HOSPITAL ASSOC.","126","126","2","39157"
"13947750","ASCENSION ST VINCENT EVANSVILLE","426","426","2","18163"
"139479706","OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN","64","64","1","48329"
"13949090","BRONSON SOUTH HAVEN HOSPITAL","8","8","2","26159"
"13952722","UNITY POINT HEALTH TRINITY","139","139","2","19163"
"13953066","PROHEALTH OCONOMOWOC MEMORIAL HOSPITAL","156","156","2","55133"
"13963128","MERCY HOSPITAL SOUTH","767","767","1","29189"
"139675063","BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL - LAS COLINAS","20","20","1","48113"
"1396755","KOHALA HOSPITAL","6","6","4","15001"
"13967672","TREGO COUNTY - LEMKE MEM HOSPITAL","25","25","1","20195"
"13970570","OPELOUSAS GENERAL HEALTH SYSTEM","197","197","3","22097"
"13974136","LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL, INC","90","90","2","40143"
"139778613","BAYLOR SCOTT AND WHITE EMERGENCY MEDICAL CENTER - CEDAR PARK","8","8","2","48491"
"1397850","GRANDE RONDE HOSPITAL","25","25","2","41061"
"139878738","BAYLOR SCOTT AND WHITE MEDICAL CENTER - LAKEWAY","106","106","2","48453"
"1398855","NORTH VALLEY HOSPITAL","18","18","3","53047"
"13993720","FRESNO HEART AND SURGICAL HOSPITAL","57","57","2","6019"
"139976502","BAYLOR SCOTT AND WHITE CONTINUING CARE HOSPITAL","48","48","2","48027"
"1400681","MAYAGUEZ MEDICAL CENTER","181","181","1","72097"
"1401420","HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS","110","110","2","25027"
"14019083","KINDRED HOSPITAL PHILADELPHIA - HAVERTOWN","57","57","1","42045"
"140207","BAPTIST HEALTH LOUISVILLE","519","519","2","21111"
"1402906","BUTLER HOSPITAL","143","143","2","44007"
"14030606","PIEDMONT ATHENS REGIONAL MEDICAL CENTER","359","359","2","13059"
"14032329","GEORGE E WEEMS MEMORIAL HOSPITAL","25","25","2","12037"
"14037760","TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL","58","58","1","47089"
"1403841","HAMPSTEAD HOSPITAL","111","111","1","33015"
"1404619","CALAIS COMMUNITY HOSPITAL","25","25","2","23029"
"14047601","ASCENSION ST VINCENT WARRICK","35","35","2","18173"
"14049079","BRONSON LAKEVIEW HOSPITAL","16","16","2","26159"
"1405201","SOUTHWESTERN VT MEDICAL CENTER","99","99","2","50003"
"14053051","FROEDTERT MENOMONEE FALLS HOSPITAL","237","237","2","55133"
"140576123","MESA SPRINGS","72","72","1","48439"
"14062088","COMMUNITY HOSPITAL OF STAUNTON","25","25","2","17117"
"1406450","MIDSTATE MEDICAL CENTER","156","156","2","9009"
"14066547","WAMEGO HEALTH CENTER","25","25","2","20149"
"140678130","NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL","40","40","1","48091"
"14070808","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","988","988","2","22033"
"14074120","PARKSIDE, INC","120","120","2","40143"
"14075235","CHILDRENS MEDICAL CENTER OF DALLAS","490","490","2","48113"
"140776548","SETON MEDICAL CENTER HARKER HEIGHTS","83","83","1","48027"
"14085378","COBALT REHABILITATION HOSPITAL IV, LLC","27","27","1","4013"
"140875902","OCEANS BEHAVIORAL HOSPITAL OF LUFKIN","24","24","1","48005"
"14093710","FRESNO SURGICAL HOSPITAL","27","27","1","6019"
"140975461","PARIS REGIONAL MEDICAL CENTER NORTH CAMPUS","154","154","1","48277"
"141077070","ENCOMPASS HEALTH REHABILITATION HOSPITAL - THE VINTAGE","60","60","1","48201"
"14110522","SJRH - DOBBS FERRY PAVILLION","12","12","2","36119"
"141177845","BAYLOR SCOTT AND WHITE MEDICAL CENTER - COLLEGE STATION","142","142","2","48041"
"14119610","SURGICAL INSTITUTE OF READING, LLC","12","12","1","42011"
"14123601","RIVERSIDE REGIONAL MEDICAL CENTER","576","576","2","51700"
"141277379","SPRING HOSPITAL","12","12","1","48201"
"14128170","ATRIUM HEALTH ANSON","15","15","3","37007"
"14130080","RIDGEVIEW INSTITUTE","216","216","2","13067"
"14133401","GOOD SAMARITAN MEDICAL CENTER","333","333","1","12099"
"141375051","TEXAS GENERAL HOSPITAL","41","41","1","48439"
"14137814","MORRISTOWN - HAMBLEN HEALTHCARE SYSTEM","167","167","2","47063"
"1413815","CHENANGO MEMORIAL HOSPITAL INC","58","58","2","36017"
"14144124","HILLCREST HOSPITAL","532","532","2","39035"
"14146032","ASCENSION ST VINCENT CARMEL","107","107","2","18057"
"14148198","FOREST HEALTH MEDICAL CENTER","68","68","1","26161"
"1415065","LIFECARE HOSPITALS OF PITTSBURGH - ALLE-KISKI","35","35","1","42003"
"14153066","ROGERS MEMORIAL HOSPITAL","90","90","2","55133"
"14155009","MAYO CLINIC HEALTH SYS CF","15","15","1","27049"
"14163128","MERCY HOSPITAL ST. LOUIS","859","859","2","29189"
"14166968","WASHINGTON COUNTY HOSPITAL","25","25","5","20201"
"14170506","OPTIMA SPECIALTY HOSPITAL","34","34","1","22055"
"14174820","ROLLING HILLS HOSPITAL, LLC","60","60","1","40123"
"14175235","PARKLAND MEMORIAL HOSPITAL","882","882","2","48113"
"141776001","PERIMETER BEHAVIORAL HOSPITAL OF ARLINGTON","88","88","1","48439"
"14178028","KERRVILLE VA HOSPITAL, STVHCS","226","226","6","48265"
"14185392","COPPER SPRINGS HOSPITAL, LLC","72","72","1","4013"
"141876022","TEXAS HEALTH SPRINGWOOD BEHAVIORAL HEALTH HOSPITAL","70","70","2","48439"
"14192643","GARDEN GROVE HOSPITAL AND MEDICAL CENTER","167","167","1","6059"
"141976104","TEXAS REHABILITATION HOSPITAL OF FORT WORTH","66","66","1","48439"
"1419805","SELECT SPECIALTY HOSPITAL OF WILMINGTON","35","35","1","10003"
"142076244","TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","151","151","2","48439"
"14210549","NORTHERN WESTCHESTER HOSPITAL","245","245","2","36119"
"14216127","GROVE CITY HOSPITAL","67","67","2","42085"
"1421620","UMD SHORE MEDICAL CTR AT CHESTERTOWN","12","12","2","24029"
"14223607","RIVERSIDE REHABILITATION INSTITUTE","50","50","2","51700"
"1422554","STAFFORD HOSPITAL","210","210","2","51179"
"14228170","CAPE FEAR VALLEY HOKE HOSPITAL","41","41","2","37093"
"14244266","UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER","267","267","2","39133"
"14247834","ASCENSION ST VINCENT CLAY","25","25","2","18021"
"14248106","ST JOSEPH MERCY HOSPITAL","524","524","2","26161"
"1425130","BOONE MEMORIAL HOSPITAL","25","25","5","54005"
"14253072","LIFECARE HOSPITALS OF WISCONSIN","62","62","1","55133"
"14256762","NORTH VALLEY HEALTH CENTER","12","12","1","27089"
"142576054","SAINT CAMILLUS MEDICAL CENTER","23","23","1","48439"
"14261530","CARLE EUREKA HOSPITAL","25","25","2","17203"
"14263044","SSM HEALTH REHABILITATION HOSPITAL - BRI","60","60","2","29189"
"14267152","SUMNER COMMUNITY HOSPITAL","61","61","5","20191"
"1427030","NORTHERN REGIONAL HOSPITAL","100","100","3","37171"
"14271201","P AND S SURGICAL HOSPITAL","22","22","1","22073"
"14274133","SHADOW MOUNTAIN BEHAVIORAL HEALTH SYSTEM","60","60","1","40143"
"14275243","KINDRED HOSPITAL - DALLAS","110","110","1","48113"
"142777904","PAM REHABILITATION HOSPITAL OF VICTORIA","26","26","1","48469"
"14285210","HACIENDA CHILDREN'S HOSPITAL, INC","24","24","0","4013"
"142877035","THE MENNINGER CLINIC","120","120","2","48201"
"14291754","GARFIELD MEDICAL CENTER","210","210","1","6037"
"1429203","PRISMA HEALTH RICHLAND","641","641","2","45079"
"14317601","LANCASTER REHABILITATION HOSPITAL","59","59","1","42071"
"143178249","LEGENT ORTHOPEDIC AND SPINE","25","25","1","48029"
"143275093","TEXAS SURGICAL HOSPITAL","26","26","1","48121"
"14330165","FLOYD MEDICAL CENTER","284","284","2","13115"
"14332561","GULF BREEZE HOSPITAL","77","77","2","12113"
"14344129","PARMA COMMUNITY GENERAL HOSP","287","287","2","39035"
"14347421","ASCENSION ST VINCENT DUNN","25","25","2","18093"
"143475115","VIBRA SPECIALTY HOSPITAL","40","40","1","48113"
"14348118","ST JOSEPH MERCY CHELSEA","103","103","2","26161"
"14353066","AURORA MEDICAL CENTER SUMMIT","117","117","2","55133"
"14356531","PRAIRIE RIDGE HOSP HLTH SERV","10","10","1","27051"
"143577035","HOPEBRIDGE HOSPITAL","135","135","1","48201"
"14363128","KINDRED HOSPITAL ST. LOUIS SOUTH","38","38","2","29189"
"1436442","FLORALA MEMORIAL HOSPITAL","23","23","1","1039"
"14367226","KANSAS HEART HOSPITAL","54","54","1","20173"
"143677706","THE MEDICAL CENTER OF SOUTHEAST TEXAS BEAUMONT CAMPUS","12","12","1","48245"
"14375235","PINE CREEK MEDICAL CENTER","18","18","1","48113"
"14375418","SAM RAYBURN MEMORIAL VETERANS CENTER","292","292","6","48147"
"143777027","RIVER OAKS HOSPITALS AND CLINICS","55","55","1","48201"
"1438551","CUMBERLAND RIVER HOSPITAL","33","33","1","47027"
"14385622","SANTA CRUZ VALLEY REGIONAL HOSPITAL","49","49","0","4019"
"143877015","AD HOSPITAL EAST LLC","4","4","1","48201"
"14390026","GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER","55","55","2","6037"
"1439090","BAPTIST MEDICAL CENTER - ATTALA","25","25","5","28007"
"1439350","MS BAND OF CHOCTAW HOSPITAL","20","20","6","28099"
"14408854","RUTGERS HEALTH - UNIVERSITY BEHAVIORAL HEALTH CARE","64","64","4","34023"
